Operacao;HotelId;Pais;Estado;Cidade;Hotel;Endereco;Bairro;Cep;Telefone;Email;Site;Latitude;Longitude;ISS;TaxaTur;TaxaSer;Cafe;Amenidades;Estrelas;Foto;Ativo;Status;geocode_end
;407C7F3E-60B8-4D92-A7FD-7B6C248D3D4F;Brasil;Alagoas;Maragogi;Pousada Galemares;Avenida Senador Rui Palmeira, 757;Litoraneo;;;;;-9.01118;-35.21989;;;;N;;0;;S;;Brasil,Alagoas,Maragogi,Pousada Galemares,Avenida Senador Rui Palmeira, 757,Litoraneo,        
;BF42EC76-FEE9-4D8E-82AA-8EB16D246DD6;Brasil;Alagoas;Maragogi;Hotel Areias Belas;Av.beira Mar, N 59;Centro;57955000;;;;-9.01423;-35.22301;;;;N;;0;;S;;Brasil,Alagoas,Maragogi,Hotel Areias Belas,Av.beira Mar, N 59,Centro,57955000
;EF35AC5F-B6CA-4920-9815-937EAF0E7A4C;Brasil;Alagoas;Maragogi;Pousada Maritimos;Rua Jose Machado Filho, 49;Litoraneo;;;ache@kontik.com.br;;-9.01467;-35.22493;;;;N;;0;;S;;Brasil,Alagoas,Maragogi,Pousada Maritimos,Rua Jose Machado Filho, 49,Litoraneo,        
;5111E710-A67A-4121-981D-9B5E8C75C2A4;Brasil;Alagoas;Maragogi;Peroba Villa;Rodovia Alameda 101 Norte, 10;Peroba;57955000;;anasilva@kontik.com.br;;-9.05092;-35.24205;;;;N;;0;;S;;Brasil,Alagoas,Maragogi,Peroba Villa,Rodovia Alameda 101 Norte, 10,Peroba,57955000
;04C57229-1E01-4996-AE27-B542E0B3ADDA;Brasil;Alagoas;Maragogi;Pousada Marahub;Av. Senador Rui Palmeira;Povoado Sao Bento;57955000;;;;-9.01819;-35.22388;;;;N;;0;;S;;Brasil,Alagoas,Maragogi,Pousada Marahub,Av. Senador Rui Palmeira,Povoado Sao Bento,57955000
;EC63C00D-FB99-414E-8D4F-B67F2799EA58;Brasil;Alagoas;Maragogi;Pousada Shallom Beach;Rua Manoel Santos Rangel, 77;Sao Bento;;;;;-9.05065;-35.2406;;;;N;;0;;S;;Brasil,Alagoas,Maragogi,Pousada Shallom Beach,Rua Manoel Santos Rangel, 77,Sao Bento,        
;213B285E-6C57-4D0C-91F6-C7920830DAF1;Brasil;Alagoas;Maragogi;Pousada Tapitanga;Loteamento Canto Do Mar, 22 Lote 22 Quadra 8;Barra Grande;;;;;-8.97998;-35.19324;;;;N;;0;;S;;Brasil,Alagoas,Maragogi,Pousada Tapitanga,Loteamento Canto Do Mar, 22 Lote 22 Quadra 8,Barra Grande,        
;CAE5D7E6-8182-422C-B806-CE1AED577648;Brasil;Alagoas;Maragogi;Pousada Sea La Vie;R Alfredo Volpi, 67;Portal De Maragogi;;;;;-9.00385;-35.21894;;;;N;;0;;S;;Brasil,Alagoas,Maragogi,Pousada Sea La Vie,R Alfredo Volpi, 67,Portal De Maragogi,        
;E582D88F-C65A-4737-BC2D-CFBB14D00BC8;Brasil;Alagoas;Maragogi;Pousada La Riviera;Avenida Senador Rui Palmeira, 245;Litoraneo;;;;;-9.01404;-35.22169;;;;N;;0;;S;;Brasil,Alagoas,Maragogi,Pousada La Riviera,Avenida Senador Rui Palmeira, 245,Litoraneo,        
;AC2ECB6F-2254-4A46-98DD-E0147FFE8E07;Brasil;Alagoas;Maragogi;Cellinas Mar;Rua Edvaldo Maciel Monteiro, 5;Sao Bento;;;;;-9.05823;-35.23976;;;;N;;0;;S;;Brasil,Alagoas,Maragogi,Cellinas Mar,Rua Edvaldo Maciel Monteiro, 5,Sao Bento,        
;5A06C6F5-6677-4EBA-8E02-E26F53457B41;Brasil;Alagoas;Maragogi;Pousada Oasis Maragogi;Rua Governador Afranio Lages, 74;Centro;;;;;-9.01566;-35.2244;;;;N;;0;;S;;Brasil,Alagoas,Maragogi,Pousada Oasis Maragogi,Rua Governador Afranio Lages, 74,Centro,        
;16D6F6B9-3D7C-4CE2-8CA9-2397D959D8CF;Brasil;Alagoas;Marechal Deodoro;Hotel Ponta Verde Praia do Frances;Rua das Algas, 300;Praia do Frances;57160000;;;;-9.76955;-35.84014;;;;N;;0;;S;;Brasil,Alagoas,Marechal Deodoro,Hotel Ponta Verde Praia do Frances,Rua das Algas, 300,Praia do Frances,57160000
;E02D70E3-D35B-4C12-98CE-3A1398B859D1;Brasil;Alagoas;Marechal Deodoro;Pousada Lua Cheia;Rua Cavalo Marinho, 85;;;;;;-9.76889;-35.84196;0;0;0;N;;0;;S;;Brasil,Alagoas,Marechal Deodoro,Pousada Lua Cheia,Rua Cavalo Marinho, 85,,        
;60B1AAE9-E5B9-4326-A853-531E3E33C791;Brasil;Alagoas;Marechal Deodoro;Capitaes de Areia;Rua Vermelha, N 13;Frances;57160000;;;;-9.76937;-35.84171;;;;N;;0;;S;;Brasil,Alagoas,Marechal Deodoro,Capitaes de Areia,Rua Vermelha, N 13,Frances,57160000
;13B72A71-C44B-48CF-8C49-5A635574E37A;Brasil;Alagoas;Marechal Deodoro;Martur;Distrito Barra Nova;Povoado Barra Nova;57160000;;;;-9.72214;-35.80917;;;;N;;0;;S;;Brasil,Alagoas,Marechal Deodoro,Martur,Distrito Barra Nova,Povoado Barra Nova,57160000
;EE161E05-87BA-42F2-8B4E-4BE2593B92DB;Brasil;Alagoas;Murici;Alecrim Parque Pousada;Br 104, Km 61;;;;;;-9.30755;-35.9394;;;;N;;0;;S;;Brasil,Alagoas,Murici,Alecrim Parque Pousada,Br 104, Km 61,,        
;9AA8E5BF-A9EE-4C2C-ABEB-DB7CFE43CB83;Brasil;Alagoas;Olho Dagua do Casado;Virgulino Hotel;Avenida Travessa Desembargador Washington Luiz, 65;Centro;;;;;-9.50192;-37.83293;;;;N;;0;;S;;Brasil,Alagoas,Olho Dagua do Casado,Virgulino Hotel,Avenida Travessa Desembargador Washington Luiz, 65,Centro,        
;02143678-AF34-4CE6-A82A-17FF92E78F3C;Brasil;Alagoas;Palmeira dos Indios;Verde Hotel;Jose Pinto de Barros,;Centro;57600310;;;;-9.40863;-36.6293;;;;N;;0;;S;;Brasil,Alagoas,Palmeira dos Indios,Verde Hotel,Jose Pinto de Barros,,Centro,57600310
;D097E7D3-2478-4BA4-A28F-7E313C484B74;Brasil;Alagoas;Palmeira dos Indios;Hotel Grandville II;Rua Deputado Jota Duarte, 85 C;Juca Sampaio;;;;;-9.42184;-36.62673;;;;N;;0;;S;;Brasil,Alagoas,Palmeira dos Indios,Hotel Grandville II,Rua Deputado Jota Duarte, 85 C,Juca Sampaio,        
;5DB46CA7-5E0F-4F3F-B375-7F14D0DB186D;Brasil;Alagoas;Palmeira dos Indios;Sao Bernardo Hotel;Praca da Independencia;Centro;57600010;;;;-9.40593;-36.63101;;;;N;;0;;S;;Brasil,Alagoas,Palmeira dos Indios,Sao Bernardo Hotel,Praca da Independencia,Centro,57600010
;972598D9-3926-463D-BF1F-AFEB16810E97;Brasil;Alagoas;Palmeira dos Indios;Oyo Hotel GrandVille;Rua Deputado Jota Duarte, 95;Juca Sampaio;;;;;-9.4223;-36.62702;;;;N;;0;;S;;Brasil,Alagoas,Palmeira dos Indios,Oyo Hotel GrandVille,Rua Deputado Jota Duarte, 95,Juca Sampaio,        
;D4B5266D-5085-46A3-964E-D65F05D5C947;Brasil;Alagoas;Palmeira dos Indios;Grandville Hotel Palmeira;Rua Antonio Matias;Centro;57600350;;ache@kontik.com.br;;-9.41092;-36.63167;;;;N;;0;;S;;Brasil,Alagoas,Palmeira dos Indios,Grandville Hotel Palmeira,Rua Antonio Matias,Centro,57600350
;BC78EDA9-4254-4FC2-9E78-E2A095F07642;Brasil;Alagoas;Palmeira dos Indios;Hotel Imperial Das Palmeiras;Avenida Vieira De Brito, 1888B;Vila Maria;57607570;;;;-9.426;-36.63572;;;;N;;0;;S;;Brasil,Alagoas,Palmeira dos Indios,Hotel Imperial Das Palmeiras,Avenida Vieira De Brito, 1888B,Vila Maria,57607570
;53574039-1C2E-4BC6-8375-BBE6DFD12961;Brasil;Alagoas;Pao de Acucar;Porta Do Sol Pousada;Avenida Braulio Cavalcante, 694;;;;;;-9.74975;-37.43339;;;;N;;0;;S;;Brasil,Alagoas,Pao de Acucar,Porta Do Sol Pousada,Avenida Braulio Cavalcante, 694,,        
;67FF67F9-9C84-4FC5-82E7-2AD639682E21;Brasil;Alagoas;Passo de Camaragibe;Hotel Fazenda Cambara;Rod Al;Zona Rural;57930000;;;;-9.24274;-35.48979;;;;N;;0;;S;;Brasil,Alagoas,Passo de Camaragibe,Hotel Fazenda Cambara,Rod Al,Zona Rural,57930000
;0A442857-8743-4F4D-AB96-3DD20A5A2AC1;Brasil;Alagoas;Passo de Camaragibe;Pousada O Casarao;Sitio Estancia, SN;Marceneiro;;;;;-9.30041;-35.40129;;;;N;;0;;S;;Brasil,Alagoas,Passo de Camaragibe,Pousada O Casarao,Sitio Estancia, SN,Marceneiro,        
;BA43629F-3BFB-4261-91BD-0E9451987FE4;Brasil;Alagoas;Penedo;Hotel Rochedo;Rod Engenheiro Joaquim Goncalves, 700 Pavmto 1 E 2;Dom Constantino;;;ache@kontik.com.br;;-10.2859;-36.55117;;;;N;;0;;S;;Brasil,Alagoas,Penedo,Hotel Rochedo,Rod Engenheiro Joaquim Goncalves, 700 Pavmto 1 E 2,Dom Constantino,        
;3FE40B05-9E8E-4F2E-BFBA-4D1F64E57ED1;Brasil;Alagoas;Penedo;Hotel Sao Francisco;Av.floriano Peixoto,;Centro;87501170;;;;-10.29041;-36.58572;;;;N;;0;;S;;Brasil,Alagoas,Penedo,Hotel Sao Francisco,Av.floriano Peixoto,,Centro,87501170
;0546FB2B-6623-4366-9D48-A49FF06A0E64;Brasil;Alagoas;Penedo;Hotel O Lacador;Rod Eng Joaquim Goncalves;Cohab;57200000;;;;-10.28502;-36.55527;;;;N;;0;;S;;Brasil,Alagoas,Penedo,Hotel O Lacador,Rod Eng Joaquim Goncalves,Cohab,57200000
;35CE3AC4-9E52-4A1E-8CA9-A9FE56D4137B;Brasil;Alagoas;Penedo;Hotel Encantos de Penedo;Avenida Floriano Peixoto, 195;Santa Luzia;57200000;;;;-10.29175;-36.58456;;;;N;;0;;S;;Brasil,Alagoas,Penedo,Hotel Encantos de Penedo,Avenida Floriano Peixoto, 195,Santa Luzia,57200000
;4C7AEDD8-BAA5-4379-A93D-E88F9B4CAA48;Brasil;Alagoas;Penedo;Pousada do Conde;Praca Jacome Calheiros;Centro Historico;57200000;;;;-10.28804;-36.5818;;;;N;;0;;S;;Brasil,Alagoas,Penedo,Pousada do Conde,Praca Jacome Calheiros,Centro Historico,57200000
;419F7C1D-0B86-42A6-8789-6017C4744648;Brasil;Alagoas;Pilar;Pousada Do Pilar;Avenida Otacilio Cavalcante, 114;Cha Do Pilar;;;;;-9.59725;-35.95621;;;;N;;0;;S;;Brasil,Alagoas,Pilar,Pousada Do Pilar,Avenida Otacilio Cavalcante, 114,Cha Do Pilar,        
;897B7FE6-8A67-4CE8-9A55-06B1BDFF3918;Brasil;Alagoas;Piranhas;O Canto Pousada;R Do Canto, 154;Centro Historico;;;;;-9.65178;-37.66211;;;;N;;0;;S;;Brasil,Alagoas,Piranhas,O Canto Pousada,R Do Canto, 154,Centro Historico,        
;74686FC4-ADDA-40E4-9A56-0DBA97BC361E;Brasil;Alagoas;Piranhas;Pousada Porto Piranhas;Rua Tenente Jose Martiniano Vasco, 70;Centro;;;;;-9.62482;-37.75653;;;;N;;0;;S;;Brasil,Alagoas,Piranhas,Pousada Porto Piranhas,Rua Tenente Jose Martiniano Vasco, 70,Centro,        
;C133C078-8A6B-4B3F-955D-0E06DE53A533;Brasil;Alagoas;Piranhas;Pousada Lua Rosa;R Jose Nunes De Araujo, 130;Centro Historico;;;;;-9.65554;-37.66369;;;;N;;0;;S;;Brasil,Alagoas,Piranhas,Pousada Lua Rosa,R Jose Nunes De Araujo, 130,Centro Historico,        
;DA241D04-45B8-488B-A5D6-14B3AFFC78AD;Brasil;Alagoas;Piranhas;Pousada Lapinha Do Sertao;Rua José Martiniano Vasco, 111;Centro;;;;;-9.65432;-37.66223;;;;N;;0;;S;;Brasil,Alagoas,Piranhas,Pousada Lapinha Do Sertao,Rua José Martiniano Vasco, 111,Centro,        
;9494DB00-218E-4F4E-97ED-14CDA6584D79;Brasil;Alagoas;Piranhas;Pousada Sao Francisco;Rod Al 225 Km 5.9;Xingo;;;;;-9.58647;-37.77629;;;;N;;0;;S;;Brasil,Alagoas,Piranhas,Pousada Sao Francisco,Rod Al 225 Km 5.9,Xingo,        
;EE85418C-28A8-4AFE-9521-26FCA5E75C84;Brasil;Alagoas;Piranhas;Pousada Canoa De Tolda;Avenida Delmiro Gouveia, 45;Nossa Senhora Da Saude;;;;;-9.60719;-37.76021;;;;N;;0;;S;;Brasil,Alagoas,Piranhas,Pousada Canoa De Tolda,Avenida Delmiro Gouveia, 45,Nossa Senhora Da Saude,        
;F7FBBD78-9311-4C86-A2A0-2ED984FB415D;Brasil;Alagoas;Piranhas;Pousada Sol Nascente;Avenida Sergipe, SN;Xingo  Vila Sergipe;;;;;-9.60778;-37.76353;;;;N;;0;;S;;Brasil,Alagoas,Piranhas,Pousada Sol Nascente,Avenida Sergipe, SN,Xingo  Vila Sergipe,        
;27767465-4203-4266-85C5-3CFB1A88F9EE;Brasil;Alagoas;Piranhas;Hotel Aconchego Do Velho Chico;Rodovia Altemar Dutra, SN;Piranhas Velhas;;;;;-9.62381;-37.76117;;;;N;;0;;S;;Brasil,Alagoas,Piranhas,Hotel Aconchego Do Velho Chico,Rodovia Altemar Dutra, SN,Piranhas Velhas,        
;B913A99C-B895-489C-A857-451293715205;Brasil;Alagoas;Piranhas;Pousada Bonita;Av Santana Do Ipanema, 39;Xingo;;;;;-9.60386;-37.76752;;;;N;;0;;S;;Brasil,Alagoas,Piranhas,Pousada Bonita,Av Santana Do Ipanema, 39,Xingo,        
;6E99F24E-942D-4445-9118-72AE81182FCF;Brasil;Alagoas;Piranhas;Hotel Reserva Do Xingo;Rod Al 225 sn Km 12;Xingo;;;;;-9.60639;-37.78037;;;;N;;0;;S;;Brasil,Alagoas,Piranhas,Hotel Reserva Do Xingo,Rod Al 225 sn Km 12,Xingo,        
;4883BD8A-3A79-4C76-B36B-85DD267B2D22;Brasil;Alagoas;Piranhas;Hotel Chacara Xique Xique;Rua Ac Do Xingo, 08;Xingo;;;;;-9.60491;-37.78007;;;;N;;0;;S;;Brasil,Alagoas,Piranhas,Hotel Chacara Xique Xique,Rua Ac Do Xingo, 08,Xingo,        
;C6F276CF-28A3-4C28-8FA6-8C206F19A0F7;Brasil;Alagoas;Piranhas;Pousada Mecejana;Travessa Campo Grande, 63;Xingo;;;;;-9.60297;-37.76838;;;;N;;0;;S;;Brasil,Alagoas,Piranhas,Pousada Mecejana,Travessa Campo Grande, 63,Xingo,        
;696FE33F-2DF6-439B-9062-96F905662928;Brasil;Alagoas;Piranhas;Dunen Hotel;Centro Comercial Grinauria Miranda Loja23;Centro;;;;;-9.6048;-37.7667;;;;N;;0;;S;;Brasil,Alagoas,Piranhas,Dunen Hotel,Centro Comercial Grinauria Miranda Loja23,Centro,        
;EEF27CD6-77E0-4862-9332-BDB302D8215A;Brasil;Alagoas;Piranhas;Pousada Recanto Dos Canyons;Rua Sao Domingos, 7;Xingo;;;;;-9.61158;-37.76167;;;;N;;0;;S;;Brasil,Alagoas,Piranhas,Pousada Recanto Dos Canyons,Rua Sao Domingos, 7,Xingo,        
;BEAE16C2-DE14-4F7D-A8B6-CF088C345464;Brasil;Alagoas;Piranhas;Pousada Mariha;R Pacatuba 17 Vila Sergipe;Xingo;;;;;-9.61481;-37.76521;;;;N;;0;;S;;Brasil,Alagoas,Piranhas,Pousada Mariha,R Pacatuba 17 Vila Sergipe,Xingo,        
;DDDF1A6F-572B-4B66-80D4-FA08241B75FF;Brasil;Alagoas;Piranhas;Pousada Imperio Do Cangaco;Rodovia Altemar Dutra, 10;Nossa Senhora Da Saude;;;;;-9.65511;-37.66464;;;;N;;0;;S;;Brasil,Alagoas,Piranhas,Pousada Imperio Do Cangaco,Rodovia Altemar Dutra, 10,Nossa Senhora Da Saude,        
;31047202-71D3-4693-A41A-2EC0ADFBF60F;Brasil;Alagoas;Porto Calvo;Hotel Deth;Rua Boa Vista;Centro;57900000;;;;-9.0499;-35.40118;;;;N;;0;;S;;Brasil,Alagoas,Porto Calvo,Hotel Deth,Rua Boa Vista,Centro,57900000
;EE9C211E-1D70-4962-830A-8A772EE7C642;Brasil;Alagoas;Porto Calvo;Hotel Deth;Rua Boa Vista, 454a;Centro;57900000;;;;-9.04988;-35.4012;;;;N;;0;;S;;Brasil,Alagoas,Porto Calvo,Hotel Deth,Rua Boa Vista, 454a,Centro,57900000
;6D922128-B878-45DD-A2DF-D8157FC8FEF2;Brasil;Alagoas;Porto de Pedras;Pousada Sunshine Patacho;Rua Alameda Graciliano Ramos, 1020;Curtume Praia Do Patacho;;;;;-9.18389;-35.30323;;;;N;;0;;S;;Brasil,Alagoas,Porto de Pedras,Pousada Sunshine Patacho,Rua Alameda Graciliano Ramos, 1020,Curtume Praia Do Patacho,        
;CB35A726-D100-4B66-B04D-E670EFA2E2A8;Brasil;Alagoas;Porto de Pedras;Pousada Villa Morena;DT Povoado Tatuamunha, SN;Litoral;;;Villamorenapousada@gmail.com;;-9.22121;-35.34118;;0;;N;;0;;S;;Brasil,Alagoas,Porto de Pedras,Pousada Villa Morena,DT Povoado Tatuamunha, SN,Litoral,        
;6D701648-5C4D-472C-8043-4F6920E2F854;Brasil;Alagoas;Rio Largo;Pousada Reforco 6;Rodovia Br 101, 7632;Centro;;;;;-9.43089;-35.8371;;;;N;;0;;S;;Brasil,Alagoas,Rio Largo,Pousada Reforco 6,Rodovia Br 101, 7632,Centro,        
;AD6FFC22-138C-4858-AB48-338634E02E46;Brasil;Alagoas;Santana do Ipanema;Hotel Privillege;Rua Projetada, 81;Sao Vicente;57500000;;ache@kontik.com.br;;-9.36421;-37.25302;;;;N;;0;;S;;Brasil,Alagoas,Santana do Ipanema,Hotel Privillege,Rua Projetada, 81,Sao Vicente,57500000
;8D24F79D-75AA-40FF-A6F7-866FE7D50076;Brasil;Alagoas;Santana do Ipanema;Pousada e Restaurante Aquarelas;Nossa Sra. de Fatima, 320;Monumento;57500000;;;;-9.37232;-37.24061;;;;N;;0;;S;;Brasil,Alagoas,Santana do Ipanema,Pousada e Restaurante Aquarelas,Nossa Sra. de Fatima, 320,Monumento,57500000
;E5374D1A-085C-4090-AABB-B1D57ED4FB0A;Brasil;Alagoas;Santana do Ipanema;Hotel Ribeira do Ipanema;Rua Coronel Lucena;Monumento;57500000;;;;-9.37213;-37.243;;;;N;;0;;S;;Brasil,Alagoas,Santana do Ipanema,Hotel Ribeira do Ipanema,Rua Coronel Lucena,Monumento,57500000
;514C1FF0-91F9-484C-9667-C8B48B21D244;Brasil;Alagoas;Santana do Ipanema;Hotel Asa Branca;Av. Dr. Otavio Cabral, 640;Centro;57500000;;;;-9.37337;-37.2349;;;;N;;0;;S;;Brasil,Alagoas,Santana do Ipanema,Hotel Asa Branca,Av. Dr. Otavio Cabral, 640,Centro,57500000
;A2D9D744-1E0F-432B-AA39-FED040E6A763;Brasil;Alagoas;Santana do Ipanema;Pousada Cangaco;Avenida Doutor Arsenio Moreira;Centro;57500000;;ache@kontik.com.br;;-9.36297;-37.26638;;;;N;;0;;S;;Brasil,Alagoas,Santana do Ipanema,Pousada Cangaco,Avenida Doutor Arsenio Moreira,Centro,57500000
;D90A0FE7-3395-4455-AD79-0CDF839709BC;Brasil;Alagoas;Sao Miguel dos Campos;Pousada Paraiso;Rua Coronel Francisco Cavalcante;Centro;57240000;;;;-9.77949;-36.1042;;;;N;;0;;S;;Brasil,Alagoas,Sao Miguel dos Campos,Pousada Paraiso,Rua Coronel Francisco Cavalcante,Centro,57240000
;3981ACC9-007E-413F-A216-6F29EA5322FC;Brasil;Alagoas;Sao Miguel dos Campos;Pousada Campo Verde;Av Joao Soriano Bomfim;Centro;57240000;;;;-9.77543;-36.09255;;;;N;;0;;S;;Brasil,Alagoas,Sao Miguel dos Campos,Pousada Campo Verde,Av Joao Soriano Bomfim,Centro,57240000
;15B2893A-4EA0-4987-BD16-7C62A921FC4D;Brasil;Alagoas;Sao Miguel dos Campos;Pousada dos Caetes;Br 101 Sul, S/n;Sede;57240000;;;;-9.76846;-36.08552;;;;N;;0;;S;;Brasil,Alagoas,Sao Miguel dos Campos,Pousada dos Caetes,Br 101 Sul, S/n,Sede,57240000
;0751F1C9-E0F0-4FF5-94C2-949BF03F36F5;Brasil;Alagoas;Sao Miguel dos Campos;Hotel Central;Rua Barao do Jequia;Centro;50240000;;;;-9.78052;-36.09727;;;;N;;0;;S;;Brasil,Alagoas,Sao Miguel dos Campos,Hotel Central,Rua Barao do Jequia,Centro,50240000
;0381FC9F-5AD9-43A3-9F41-9DDCA4CACF56;Brasil;Alagoas;Sao Miguel dos Campos;Hotel Via Mares;Av. Joao Floriano Bomfim, 134;Centro;57240000;;;;-9.79917;-36.11123;;;;N;;0;;S;;Brasil,Alagoas,Sao Miguel dos Campos,Hotel Via Mares,Av. Joao Floriano Bomfim, 134,Centro,57240000
;9F3F0E55-108E-479A-AD4F-845AA51E099B;Brasil;Alagoas;Sao Miguel dos Milagres;Anga Hotel;Rua Bom Jesus, Sn;Centro;;;;;-9.23862;-35.34486;;;;N;;0;;S;;Brasil,Alagoas,Sao Miguel dos Milagres,Anga Hotel,Rua Bom Jesus, Sn,Centro,        
;34E547FE-E198-45A4-A7C1-69F928D4030F;Brasil;Alagoas;Teotonio Vilela;Pousada Sao Geraldo;Avenida Maria Jeane Moreira Sampaio;Centro;57265000;;;;-9.90926;-36.35704;;;;N;;0;;S;;Brasil,Alagoas,Teotonio Vilela,Pousada Sao Geraldo,Avenida Maria Jeane Moreira Sampaio,Centro,57265000
;3EB075CB-F9FB-41EA-B85C-80F32E2B6E77;Brasil;Alagoas;Teotonio Vilela;Pousada Santana Alagoas;Antonio Ubaldo dos Anjos;Centro;57265000;;;;-9.90596;-36.35324;;;;N;;0;;S;;Brasil,Alagoas,Teotonio Vilela,Pousada Santana Alagoas,Antonio Ubaldo dos Anjos,Centro,57265000
;1A425B43-7DE6-4188-A4A4-01A4B0C9832E;Brasil;Alagoas;Uniao dos Palmares;Recanto Mirante Das Aguas;Rua Do Taquari, 188 848;Centro;;;;;-9.14913;-36.03685;;;;N;;0;;S;;Brasil,Alagoas,Uniao dos Palmares,Recanto Mirante Das Aguas,Rua Do Taquari, 188 848,Centro,        
;FB1A9AB8-28CC-4EA3-AB71-13B8A553D8D2;Brasil;Alagoas;Uniao dos Palmares;Hotel Santa Maria Madalena;Rua Mal Deodoro Fonseca, 135;Povoado Varzea Grande;57800000;;ache@kontik.com.br;;-9.15851;-36.03198;;;;N;;0;;S;;Brasil,Alagoas,Uniao dos Palmares,Hotel Santa Maria Madalena,Rua Mal Deodoro Fonseca, 135,Povoado Varzea Grande,57800000
;C8086FF5-1FAE-40E2-8944-5D28E818B3B7;Brasil;Alagoas;Uniao dos Palmares;Quilombo Park Hotel;Rod. 104;Zona Rural;57800000;;;;-9.159;-36.02751;;;;N;;0;;S;;Brasil,Alagoas,Uniao dos Palmares,Quilombo Park Hotel,Rod. 104,Zona Rural,57800000
;875A5F6B-ADA8-4CB8-A73A-43B5C6B39810;Brasil;Amazonas;Apui;Hotel Carvalho;Av. Transamazonica, 832;Centro;;;;;-7.19519;-59.88656;;;;N;;0;;S;;Brasil,Amazonas,Apui,Hotel Carvalho,Av. Transamazonica, 832,Centro,        
;8C550E74-A990-43A4-9806-A6D574847F7A;Brasil;Amazonas;Apui;Silverado Hotel;Rua Pernambuco, 20;Centro;;;;;-7.1989;-59.89397;;;;N;;0;;S;;Brasil,Amazonas,Apui,Silverado Hotel,Rua Pernambuco, 20,Centro,        
;804D2DC4-72CF-4D12-92DE-96085D136967;Brasil;Amazonas;Atalaia do Norte;Hotel Castro Alves;Rua Trinta E Um De Marco, 120;Centro;;;;;-4.36584;-70.19579;;;;N;;0;;S;;Brasil,Amazonas,Atalaia do Norte,Hotel Castro Alves,Rua Trinta E Um De Marco, 120,Centro,        
;AB125088-1070-464B-8A6F-02767032814A;Brasil;Amazonas;Autazes;Hotel Tupinamba Autazares;Rua Raimundo Cavalcante, 789;Centro;;;;;-3.58076;-59.13301;;;;N;;0;;S;;Brasil,Amazonas,Autazes,Hotel Tupinamba Autazares,Rua Raimundo Cavalcante, 789,Centro,        
;34B57BFD-CD61-4585-9466-C214F4154AA5;Brasil;Amazonas;Autazes;Ellen Palace Hotel;Rua do Engenho, 89;Centro;69240000;;;;-3.58564;-59.13017;;;;N;;0;;S;;Brasil,Amazonas,Autazes,Ellen Palace Hotel,Rua do Engenho, 89,Centro,69240000
;CDA48FAC-8E5D-4481-B8F4-9B6B2CC56B37;Brasil;Amazonas;Barcelos;Hotel Cidade;Avenida Mariua, 192;Centro;69700000;(97) 991512969;HOTELCIDADE3@GMAIL.COM;;-0.96796;-62.92871;;;;N;;0;;S;;Brasil,Amazonas,Barcelos,Hotel Cidade,Avenida Mariua, 192,Centro,69700000
;36EDD568-2E80-4FCB-AC50-E43C51391D94;Brasil;Amazonas;Benjamin Constant;Cabanas Restaurante e Hoteis;Rua Valdir Lima, 2;Colonia;;;contato@hotelcabanasbc.com.br;http:hotelcabanasbc.com.br;-4.38071;-70.02126;;0;;N;;0;;S;;Brasil,Amazonas,Benjamin Constant,Cabanas Restaurante e Hoteis,Rua Valdir Lima, 2,Colonia,        
;2984B329-E1C1-4E4D-ACC0-DBFC56BF6592;Brasil;Amazonas;Boca do Acre;HOTEL VALE;Av. Boca do Acre, 380;Praia do Gado;69850000;;hotelvalebocadoacre@gmail.com;;-8.75067;-67.39879;;;;N;;0;;S;;Brasil,Amazonas,Boca do Acre,HOTEL VALE,Av. Boca do Acre, 380,Praia do Gado,69850000
;AA3732A2-1F75-4D46-8E89-C7735D10231D;Brasil;Amazonas;Borba;Hotel Borba Palece;Av Getulio Vargas, 23;Centro;;;;;-4.38459;-59.59268;;;;N;;0;;S;;Brasil,Amazonas,Borba,Hotel Borba Palece,Av Getulio Vargas, 23,Centro,        
;81467B7E-BD87-4B39-8927-283FAEFA0205;Brasil;Amazonas;Carauari;Hotel Lobo Carauari;Av Dom Pedro Ii;Centro;69500000;;;;-4.87508;-66.89669;;;;N;;0;;S;;Brasil,Amazonas,Carauari,Hotel Lobo Carauari,Av Dom Pedro Ii,Centro,69500000
;677D8379-C7F6-4CCD-A832-ED4761AE829F;Brasil;Amazonas;Carauari;Tatiana?s Hotel;Rua Francisco Campelo,;Centro;69500000;;;;-4.87771;-66.89613;;;;N;;0;;S;;Brasil,Amazonas,Carauari,Tatiana?s Hotel,Rua Francisco Campelo,,Centro,69500000
;879057FF-8AAE-4158-B7FB-0FBC522AC993;Brasil;Amazonas;Coari;Hotel Alex Flat;Rua de Cinco Setembro, 225;Centro;69460000;;;;-4.10298;-63.14636;;;;N;;0;;S;;Brasil,Amazonas,Coari,Hotel Alex Flat,Rua de Cinco Setembro, 225,Centro,69460000
;C36A32B9-DAB3-4310-90B6-31E535A60E48;Brasil;Amazonas;Coari;Hotel M.f.5 Center;Rua Independencia;Centro;69460000;;;;-4.08501;-63.14016;;;;N;;0;;S;;Brasil,Amazonas,Coari,Hotel M.f.5 Center,Rua Independencia,Centro,69460000
